review,label
"I have been using SM for nearly 5 years now. I first purchased it when my primary computer began acting sluggish -- it was in need of maintenance but I had no idea what. For me, SM was a god-send ... it breathed new life into an aging machine and allowed me to keep it up and running for 4 more years. I love the product so much that I've used the trial version on my elder parents' machines. I also use it on my DH's machine ... and he's an IT professional. I now have new machine, and one of my first installs was ... you guessed it, SM 9 for Win7.

That said, some words of advice when using SM.

--> Back-up your registry & system before the first install.
--> Check online for updates, especially after the first install.
--> Always, always, always back-up your system & registry before any major changes to you computer, including the ones that SM makes/suggests.
--> Don't use Active Care. Instead, use the individual tools or tool groups.
--> Make changes incrementally. Reboot after making a change & re-analyze for recommendations. Evaluate.
--> Before you make a change, do some research and understand a bit about what the change/fix is. Just because a program suggests a change/fix, doesn't mean that you should make it.
--> SM Standard is probably sufficient. I've previously owned SM Pro and never used the additional features. However, SM Pro is non-subscription pricing but SM Standard is yearly subscription (at least as of the last I checked).
--> Price the SM 3-PC license versions. I've found this to be one of the best values -- only problem, the clock on all the licenses starts ticking on the first install & activation.

That said, SM is a great all-in-one maintenance utility -- it's a worthwhile investment in your computer, and it just might improve your knowledge about PCs. That's what it's done for me.

Highly recommended!",0
"Microsoft MapPoint 2010

While this may not be technically correct, MapPoint appears from a user standpoint to be an enhanced version of Microsoft's  Streets and Trips.  Both can be used for plotting trips, and with a GPS adapter, turn your laptop into a full blown GPS. Using a computer to plan trips has a lot of advantages over a standalone GPS.  You can plan your trips and side trips on a large screen, easily save and edit them, and look up possible destinations on the internet at the same time.  The bad news is you need your laptop in the car when you do go on a trip and that takes up a lot of room compared to the standalone GPS. One nice feature is that routes created in MapPoint can be downloaded to some standalone GPS unit (mainly Garmin, check the MapPoint website at Microsoft.com).
MapPoint adds features that I feel will mainly be used for business. It has the ability send maps and data to Microsoft Office applications (Word, Excel, PowerPoint).  It can also pull data from Office applications and SQL databases and use that data to create maps. Developers can program their apps to use MapPoint to generate maps that are incorporated into their software or websites.

This is a great (and advanced) product if you need it's advanced features.  But if you are looking at this for home use planning trips, save some money and buy Streets and Trips (or a standalone GPS).",0
"Overview

This is a great array for someone looking to expand their home storage network or possibly someone with a SOHO setup that needs plenty of storage. I used this array to combine many different drives I had laying around from past system builds as well as to give me a central place to go for over 15TB of storage.

Unpacking

The array arrived well packed with two layers of boxes and internal Styrofoam.

Installation

You will definitely want to buy the optional rackmount mounting rails. The railkit costs approximately $32 more but was worth not having to sit the array on top of another rackmount device. There is no way the front brackets will hold the weight of the array empty let alone full of hard drives.

Hardware

All hardware was included. eSATA cables, SATA cables, power cables, drive trays, and drive tray mounting screws were included. The chassis is reasonably high quality metal, and I believe the power supply is a standard ATX power supply which is always preferred over some custom form factor so that if the OE PS dies you can get another one from anywhere. The array has plenty of fans, so far I have 12 drives in the array and no cooling issues.

The array is surprisingly quiet even when fully populated with WD Caviar Greens. The fans are barely noticeable to include the power supply fan. The indicator lights on the front are sparse but do provide basic information such as which drive bays are filled, which drives are active, and which internal RAID controller is active. A nice to have would have been a LCD screen with temp and other environmental info but at this price point its not surprising that its lacking.

One HW feature that I found totally cool was that you can bring your own eSATA port multiplying RAID controller card if you wanted, disable the RAID controller in the array, and use all of your own features with your own RAID controller card.

Software

The CD that came with mine was useless, trying to read it locked up two different laptops so I ended up downloading the latest software right from their website. The GUI interface for their drives and software is terrible, incredibly cheesy, and felt like something developed in the 90's, but it did install without a hitch and instantly recognized the attached array. Configuration of the RAID went without a hitch.

I did all of my configurations from a server running Windows Server 8 BETA x64 so I can say its not only Windows Server 8 BETA compatible its also 64bit compatible driver software.

A nice feature is that the HD's SMART monitoring information is available via the array's driver software.

Features

The amount of storage options this unit provides is awesome. I was looking for a budget eSATA rackmount enclosure with at least 8 drive bays and this unit definitely performs above and beyond my expectations. It offers all the usual RAID levels but the best part is that internally it is comprised of 3 separate RAID controllers which are accessible via 3 separate eSATA ports on the back so if you wanted to you could connect 3 different servers to this array. Also, if you choose to connect a device to the array that does not have a port multiplier eSATA port, you can configure the internal controller of the array to do the port multiplication for you and present a single logical storage volume to the connected device.

During my burn-in testing of my 2TB WDC Green RAID array I saw sustained writes of approximately 86MB/s and reads of approximately 98MB/s for a RAID 5 array of 4 1TB WDC Greens.

The Bad

The only bad thing about this array is the incredibly cheap hard drive carriages. You have to be very careful when mounting, inserting, or removing hard drives from this array. The carriages are very fragile, thin, plastic and will easily crack or break if handled roughly.  Once the drives are properly inserted into the array you should be ok.

Conclusion

This is a great budget minded eSATA RAID enclosure for anyone seeking a ton of drive bays, HW RAID controllers, and storage flexibilty for less than $1000.00. It certainly is not enterprise class, but then again, neither is the price.",0
worked great,0
Thanks.,0
Excellent app.,0
"I have used most of the other non-free antivirus programs and usually found something about them that disturbed me. I was using a free av application when a friend recommended avg (free version), I gave it a try and was impressed with the results. One of them main things I don't like in an av program is that some ""intrude"" on my computer and slow things down. AVG didn't do that. When I spotted AVG Internet Security 2011, I found several additional protection items that impressed me. I like the level of security it provides. The one user version that I have is limiting since I have two machines to protect. You might want to consider whether you need a security program that will protect more than one computer. I like AVG Internet Security 2011. I feel comfortable with it leaving any fears about my computer being compromised behind.",0
"I am an Army Reservist and had to learn Arabic really quickly.  I used Rosetta Stone and couldn't believe how fast I learned Arabic basics.  Well, I'm back from the Middle East and can tell you that what they teach you is applicable and correct.
So, I am planning a trip to Italy in a few months and immediately thought of Rosetta Stone because I only know as much Italian as what I have heard from watching the Saprano's.  I have been using the system for the last couple of month's now and I feel very confident in being able to carry on a basic conversation in Italian and I am only though 1/2 of the course.  I'm astonished.
For those not familiar with Rosetta Stone's programs, they are hand's down the easiest way to learn a language.  Just brief over the basic instructions, put the disc in your drive, and start--it's that simple!  You don't have to pour over manuals, dictionaries, audio discs/tapes or history books.
I've tried Berlitz and many other programs in the past that required all of those other 'tools' and their systems depended on memorization.  Other programs don't work for me.  Rosetta stone uses another approach by allowing you to learn a language in a way that allows you to UNDERSTAND the language instead of MEMORIZING a language. If I can't remember a shopping list, how can I memorize an entire language?

By the way, the US Army offers only 1 language program free to soldiers and it's Rosetta Stone...because it is the only one that works.",0
"I have the running on my early 2009 Mac Mini. Honestly, my mac is lacking in power to make Parallel run with any snap. It does everything I want and expect, and it doesn't crash. But if you use an older mac mini, patience will be your friend.",0
"First, let me say I love Corel products - menus are intuitive, easy to load, easy to use. Corel Ulead VideoStudio was no exception.

For under $100 (list price of $129, Amazon price is currently $59), please do not expect professional editing software. I found no problems whatsoever in my experiments, but I'm a complete novice in video editing, was not working with large files or Hi-Def.

Most importantly, please note that a newer version of this software (<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Corel-VideoStudio-Pro-X4/dp/B004PIPG2A/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Corel VideoStudio Pro X4</a>) is available for the same price or less (list price of $99, Amazon price is currently $59).

Nonetheless, I believe this version (11.5+) is still valid (works with Win XP/Vista/7). HOWEVER, Pro X4 has a LOT of new features I wish I could play with: stop motion tools, time-lapse effects, create/burn in Blue-Ray, add 3D (even includes glasses) ... so unless you find a deep discount on the old version, check out the new version first. (And, I hear rumors that a Pro X5 will be released soon).",0
"I've always been a fan of McAfee's Total Protection, so I was a bit skeptical about Webroot.

But, after installing it on my laptop, my fears have been alleviated.  The total install size was much smaller than what I'm used to, but all the functionality is there.  Better still, the default security settings on Webroot didn't make my machine unusable:  no overly restrictive firewall rules, no quarantining half of my programs, no blocking web access to my favorite games.

Installation was clean and simple.  The initial scan took a long time, but completed with no issues and no false alarms.positives as of yet, and no blocked apps.  I don't download freeware/shareware off of the internet, so I guess the woes of my fellow reviewers don't apply to me at all.

Solid product. Easy to use.",0
"I have use Quicken for over 15 years and I can't believe how cumbersome and poorly conceived this version is compared to past versions.  The main page is useless and you now have to open multiple windows to get the information you need, then you have to close all the windows you opened to get to the next account.  When looking at a performance page of your investment accounts you get a pie chart instead of a bar graph.  What good is a pie chart when you are looking at performance data over a specific time range.  I thought the purpose of newer versions was to improve the existing version and not regress.  If Microsoft still had a financial program I would be forced to migrate to another program.  Intuit needs to change it's company name because this program is not intuitive.  It is ill conceived and makes for a frustrating experience.",1
"I had been using Trend Micro TITANIUM 2011 internet security software for an entire year without a single problem.  No viruses got through, no problems that I'm aware of.  It's been the same so far with TITANIUM 2012.  I use an old computer running Windows XP.  It took about 10 -15 minutes to install including the re-boot.  What I like about this particular program over several others that I have used in past years is that this program runs silently in the background never ever bothering me to answer questions about what I would like done with a virus or problem it has detected.  It takes care of it by itself.  It updates silently, I can continue doing whatever it is I'm doing without being interrupted.  It does a periodic full scan and will let me know that it's doing that but I can minimize it and continue working. It's got the option of site restrictions for kids but I don't use that because it's more trouble than I like to go through.  My kids know the rules for using my computer anyway and there will be hell to pay if they break them. But others might find them useful.

Overall, this has been my favorite anti-virus software over the many other brands that I have used in the past.",0
Works great and great price!,0
Would not install: activation code not accepted.  Returned it.,1
"Super for home or business networks.
In addition to this eight port, I also have the 16 port that i run my office with. The design and mounting of these switches is great looking and functional. First switch to ever look cool. Power supply is built in so there is no power brick / wall wart.
Simple to mount. Simple to setup. And simple to manage with software (windows only)'or direct IP address of switch through any browser.
You will be impressed.",0
works and our AV guys love it people show up with laptops and need to connect plus you can have a secondary monitor as an output (we use it for PowerPoint),0
Never had a problem with any of the H&R Block tax software versions including this one.,0
"You, as Nancy Drew, embark on a journey to discover where Jake Hurley's lost mine is. On the train, who Lori Girard's (a very rich and, uh, doesn't have a lot upstairs girl) father owns, you are accompanied with John Grey, an actor on the TV show, Ghost Hunters; Tino Balducci, a ""#1"" cop who just happened to be in the right place at the right time when he nabbed those criminals; Charleena Purcell, who writes romance novels; and the legendary HARDY BOYS!!

  Throughout the course of the mystery, you solve many puzzles. Most are easy. Then, you wait until you get to your destination: Copper Gourge. This is where Jake Hurley, the man who originally owned the train now owned by Lori's father, buried his wife, Camille, who died on the train while the couple were heading to Jake's lost mine.

  I recommend this Nancy Drew game, and any of the other 13 Nancy Drew mysteries, to all!",0
"TurboTax makes tax preparation much less drudgery, assures mathematical accuracy, and last-minute revisions (eg. incorporating more deductions) a breeze.  Also provides good help and suggestions.  A bit pricey, though.",0
"Norton is THE BEST when it comes to internet security.  This particular product gives you 3 licenses, which you know you're eventually going to want another license if you buy computers often, so I definitely recommend going ahead and getting the 3 pack like this.  Norton has prevented several viruses from infecting my computer.  When I've tried competitors they've let things through.  I also love the Norton 360 for the password management system, which keeps track of all your passwords even across computers.  It really is a game-changing product.  I would not own a computer without Norton installed on it.",0
"I needed a high speed router and purchased this one to replace an older Cisco-Linksys router.  I also use it as a hardware based firewall.  I'm very impressed with the security, the good signal quality, long range and many other features too numerous to mention.

Buy it... this is the one you need!",0
Easy to file your taxes correctly.,0
omg this router is amazing,0
"Kaspersky replaced McAfee on my computer, low resource utilization and no problems. Easy installation.

Not only can I use my computer at any time, I can also print on my wireless connected printer. McAfee decided that since I did not have their product installed on the ""computer"" on my home network I could not use it. To print I had to disable the firewall. Kaspersky correctly identifies the device as a printer and have no problems using all of the features of my all-in-one.

The installation was flawless and fast, even though there was a new version available and the download was large.

Full system scan runs very quietly on the background and I don't even notice it is doing anything, I had to open the window to see if it was still doing it or it was completed. It also ran in half the time of what McAfee used to take, and you do notice McAfee when it is running.

Another advantage is that it has not used up another license because I am running a multi-core processor, McAfee had me at five licenses because of this problem. My computer is set-up as a single user computer.

I have not contacted support for anything, so I can't rate it.

I have not found any of the problems reported in other reviews for 64-bit based systems with multi-core processor (Intel i7 X980) and Windows 7 ultimate, every program performs flawlesly and starts faster than they were starting before I switched to Kaspersky.",0
works and our AV guys love it people show up with laptops and need to connect plus you can have a secondary monitor as an output (we use it for PowerPoint),0
Great,0
"Everything that I said two years ago when reviewing Pro X6 is still true in Pro X7.  The software does, in fact, load much faster when opened.  (I honestly have not timed it to say that it is 30%, but I will say that it is significant and noticeable).  Also, there is over 200MB worth of content that you can download for free on Corel that supplements the software with additional brushes, images, clip art, etc.  I still love this software and still stand by my opinion that this is a great alternative for the rest of us who dabble in image editing and cannot justify the price of Adobe's product.

Previous Review of Paintshop Pro X6
Let me start off by saying that I am not a professional publisher nor do I create magazine ads for a living.  I am a programmer who often has the need to creative professional looking graphics for internal webpages and the like.  And, like most folks, I really would like to use Photoshop, but I can never justify the cost of a license to myself (or my employer).  Why can't there be a quality product for the rest of us that doesn't cost and arm and a leg?  And the answer is Corel Paintshop.  When I first installed the software, I wasn't expecting much - but after using it on several occasions, I can say that it is intuitive, easy to work with, and produces the same type of effects and functionality that I would use in Photoshop at 1/6 of the price.  Oh, I am sure that Photoshop can do more than this, but for your average person, I think that Paintshop is perfect.  I have nothing bad to say about this software and think it is a great value compared to Adobe Phtoshop.",0
"Finally, a sub $100.00 8 port switch/router/VPN/firewall with Stateful Packet Inspection and everything you need to get your SOHO safely connected to the Internet. There are other's out there, but nowhere near the features at this price range. Setup in place of an older Linksys HPRO200 router/firewall was about 10 minutes including wiring and cycling the cable modem.  Rule sets will take awhile longer, but should be nice once it's done with configuration backup and restore features.",0
I have several Corel products including this one and have loved them all.  Easy to use.  My kids had fun with it too.,0
"Update 3/4/15: My HP Pav. Elite  running Win7 Pro died and I was loaded this Win. 7 package, essentially resurrecting it.

I purchased ""Win 7 Home Premium SP1 32 (OEM) System"" to upgrade an older HP laptop running Vista which I totally hated. And I've very little to say about the experience, except that I loaded the DVD, followed the screen prompts, and now the laptop is running Windows 7 which I like almost as much as XP.

It was as easy as I hoped and, honestly, I'm beside myself; wow! Microsoft actually got something right.",0
I have been using this program for years and have been happy with it.  My taxes are not that complicated but I can see that it handles pretty much anything necessary to do taxes.  Will continue to buy especially with great price at Amazon if you keep watching.,0
"The Good:

*Sea of features you'd expect from Corel
*Supports art pens, tablets and other peripherals
*Great User Interface

The Bad:

*Intimidating for newbies

The Bottom Line:

A great program that you'd expect from Corel.  I wanted an upgrade for Windows Paint and boy was I wrong!  This program is way way waaaaay more than just a simple paint program.  It actually scared me off with when it listed terms like ""color theory.""  An instruction booklet contains over 90 pages and it actually offers customer support for those who are stuck.  This is an advanced program and using a program like this to draw a 3D cube would be like having Pavarotti to sing at an empty warehouse.  I took a challenge of learning it and actually produced some of my best digital artworks.  Therefore to simply put:  If you need a simple upgrade to Windows Paint, this may not be for you.  However, professionals out there will apprecaite this program greatly.",0
These dopes think I'm going to write something here. Nuts to them.,0
"Its Norton, runs in the background and helps to keep your computer clean, also now adopted for other devices.",0
"Installs very easily and installs as a new version; so if you have an older version, it will still be there to use (or delete).  It is easy to use, especially if you had a previous version. Good cards and verses.  The weakest link in this program is its graphics.  Compared to other card programs, Hallmark's graphics are ok.  Some graphics remind you of the 50s pictures.  But there are a lot of graphics that can be used.  I have been using the program for many years and am satisfied with the results.",0
"I have been using Norton's Anti-Virus programs for years.  I have found, as I reach the end of my subscription period, that I can obtain a better price by going to Amazon and ordering the new subscription, than by ""renewing"" directly with Norton.  Saves me $20-30 per year.",0
"I am very pleased with Windows 10 pro, works perfectly",0
"Good software at a fair price to do your taxes.  It caught things from last year that I missed and it also caught what a commercial tax preparer missed.
Mo money
Mo money
Mo money",0
Used,0
"I started using CorelDRAW on a Mac 512, back in the late '80s, as an improvement over MacDraw.  As the years went by, the reality is that most of the world is on PCs, not Macs.  I wasn't doing enough graphics work to justify a good package, so I made a lot of graphics with Visio, PowerPoint, or (eeeek!) ""Paint"".  Finally, I moved up to Adobe PhotoShop -- What a headache!!!  It took a week's worth of classes to learn how to use the daggone thing!

Remembering how much better CorelDRAW was on the old Macs, I was eager to try this -- and I am NOT disappointed!  I have been using the PhotoPaint part of this package a lot, and it is - relatively speaking - intuitive to learn and easy to use.  Now, no graphics beginner is going to say that -- it's still a complicated package, but for someone with a decent graphics background (though by no means an expert), it's straightforward.  I have used the help file to find things, but once I find them, they are intuitive to use - I need the help file, but not a textbook or a class to teach me what the help file means!

PhotoPaint is POWERFUL, yet fairly direct.  A HUGE improvement over Adobe PhotoShop.  I would definitely choose Corel over Adobe here.  The products are a significant investment, though, so I would weigh how much I'm doing graphics before spending to upgrade to Corel, if I already had PhotoShop.  However, for any new ""seats"", licenses, computers, etc., I would definitely go Corel.

I also used the CorelDRAW part of the package, and for how I use vector graphics, it may be a little better than Visio or PowerPoint, but not a big difference.  I might choose it over the others, but I wouldn't bother with the expense to upgrade to it.

Note:  The Suite also includes ""Trace"" and ""Capture"", but I haven't used these, so I can't review them.",0
"The Autodesk Sketchbook Pro 7 allows the user to lay down 1-point, 2-point, 3-point, and fisheye perspective graphics. There's also a flipbook animation tool for displaying motion sketches. The enhanced layer editor includes expanded blend and layer grouping modes.  The software also offers  dynamic flood, which fills with solid linear and radial gradients.",0
fantastic deal. very fast. great screen. solid laptop. really good.,0
"Product arrived in good condition, I have used quicken for 100 years and this version installed easy.  Why could I not download the version I ordered?",0
"I switched from PC to Mac two years ago once Apple converted to Intel based processors.  One of the main factors in getting me to make the jump was a piece of software called Parallels, which allowed me to run my Windows applications at native speed alongside my Mac apps.  The techie term for this is ""virtualization,"" essentially a ""computer within a computer.""

Mac users are very fortunate to now have two outstanding commercial options for virtualization:  the venerable Parallels Desktop, and the upstart VMWare Fusion.  Although I have been a loyal Parallels customer since its initial release, I must concede that VMWare Fusion 2 currently has the edge.

VMWare as a company is, of course, far from being the rookie in the virtualization market.  On the PC side of the fence, VMWare has dominated  for years with a very mature virtualization engine that runs on a variety of platforms.  That experience is clearly reflected in their Fusion product.

VMWare Fusion 2 is mature, fast, and a vast improvement over Parallels Desktop.  Fusion feels more 'Mac-like,' offers easier printing options, and is noticeably faster on both my Mac Pro and Macbook Pro.  It works with existing Boot Camp partitions as well as a self contained 'virtual machine' that stores itself as a single file on your hard disk.  Virtual machines from Parallels Desktop can be converted to VMWare format.

While the bells and whistles are nice, two things for me sets VMWare Fusion apart from Parallels:

1.  Overhead.  While Parallels has almost a constant 20% idle rate drain on my CPU, VMWare is practically at zero when idle.  Memory usage is more efficient too.  This is significant, especially if you're running Windows programs alongside Mac apps on a notebook where memory and CPU are often at a premium.  When it does need some horsepower, VMWare supports multiple processor cores - something the current version of Parallels doesn't.

2.  Appliances.  VMWare has a very active ""appliance"" community that continually adds value to the product.  Appliances are pre-configured virtual machines that run everything from open-source servers to full Linux distributions.  They are a great way to experiment with some of the great open source software projects without having to go through the aggravation of installation and configuration.  Just download the appliance and boot it up with VMWare Fusion.  In fairness, Parallels does have its own appliance community, but it is nowhere near as robust as VMWare's community.

CONCLUSION

Mac users looking to run Windows and Linux have a great choice between two very capable virtualization apps.  The edge right now almost definitely goes to VMWare.  It not only sports a more intuitive interface, it also requires far less overhead and has an outstanding community behind it.

I have no doubt the upcoming release of Parallels Desktop 4.0 will bring both competitors back on equal footing.  But for now, VMWare Fusion 2 is the superior virtualization application for Mac users.",0
"Made in the USA, Vipre AntiVirus takes protecting your computer to a whole new level!  With VIPRE requiring minimal system resources (unlike: Trend Micro, Norton, Webroot, McAfee, and Kaspersky) which allows your valuable system resources to run your computer's programs faster!

  With unlimited home licensing, choosing VIPRE was a no brainer for me since I have over 5 computers in my house which need virus protection.

  In addition to unlimited home licensing, VIPRE carried their product one more step in allowing you to install their product on a netbook without the need of buying an external DVD reader (most net books do not have an internal CD/DVD drive, such as my MSI Wind).

Installing VIPRE on a NETBOOK:

  All you have to do is put your VIPRE installation disc into your computer's drive and copy the disc's content onto an empty thumb/flash drive. Once the files are successfully copied insert the flash drive into your net books usb drive and follow the onscreen installation instructions! It's that easy!

Secure File Eraser:

  The secure file eraser allows you to delete sensitive documents and files, without having to worry about someone scanning your computers deleted files and recovering your once thought deleted files! Yikes!

  I'm going to be selling a computer on EBAY in a few days and I'm anxious to try this new feature out! (P.S. Before selling any computer, it's always a good idea to reformat then run a secure file eraser like VIPRE.)

RECAP: If you're looking for new ANTI virus software, give VIPRE a look, it won't dissapoint....",0
"Photomatix Pro 6 is an excellent post photography program for HDR photos. The program has a bit of a learning curve but nothing beyond the capabilities of anyone somewhat experienced in Adobe Lightroom or Photoshop. It's a stand-alone program and a Lightroom plug-in, too, for combining photos into HDR, with a huge array of available adjustments. And it's ability to transform the ordinary into the spectacular is nothing short of amazing.

The Pro 6 version of Photomatix is considerably different from earlier versions I have been familiar with and it compares very favorably against other HDR programs I have used, e.g. Photoshop CC, HDR Efex Pro, and Luminar, to name a few. And it can be acquired at a 15% discount, too, if you look around.",0
"A very good antivirus-antispyware.
I've used a lot of different antivirus programs in the past but will probably stick with this one in the future.
For one thing it's easy to install and works well. It also doesn't slow down your computer when the program is running and another plus is the fact that it can be used one more than one computer. Just make sure that you first delete any other antivirus programs that may already be on your computer, otherwise the programs may conflict.",0
"Came to me very quickly.
All as in the offer.
Good value.",0
Great addition to manage your digital library.,0
Great deal on Kaspersky,0
"perfect, product worked as stated, basically no set up, just open box and go.  Looks well constructed. Would recommend product to others.",0
One of the best free antivirus software.,0
